Time,ClimateRegionName,ClimateRegionIndex,SoilWaterHoldingCapacity,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_Leaf,C_FRoot,C_Wood,C_CRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,StreamC,StreamN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
45, eco4, 3, 0, 3541, -97.9, 2621.6, 5970.3, 184.7, 18.5, 35.6, 64.7, 0.29, 69.1, 2.4, 174.2, 17.4, 2620.3, 262, 135, 15.6, 15, 5.6, 1.6, 1, 89.3, 29.3, 2198.8, 304.2, 4.4, 0.4, 7.8, 1.2, 0.4, 0.1, 0.1, 0.1, 0, 0, 1.3, 2.3, 35.1, 15.6, 0.1, -0.2, 0, 0, 0.5, 1.2, -1, 0, 42.96, 3.21, 0.31, 0, 0, 1, 0.5, 54.8, 9.48, 0, 
45, eco5, 4, 0, 3017, -171.7, 3008, 10532.7, 307.8, 30.8, 56.2, 113, 0.27, 83.3, 3.2, 304.9, 30.5, 4629.8, 463, 224.7, 26.3, 19, 8.2, 2.4, 1.4, 146.3, 35.9, 2521.2, 304.6, 7.8, 0.8, 14.6, 2.2, 0.7, 0.1, 0.1, 0.2, 0, 0.1, 2, 2.6, 36.2, 15.6, 0.1, -0.3, 0, 0, 0.8, 1.4, -1.2, 0, 41.73, 4.4, 0.32, 0, 0, 1.7, 0.8, 57.1, 8.62, 0, 
50, eco1, 0, 0, 34346, -125.5, 3106.4, 13809.8, 272.6, 27.3, 65.7, 148.4, 0.16, 92.7, 3, 374.7, 37.5, 6100, 610, 344.6, 38.7, 27.4, 12.7, 3.3, 1.9, 208.5, 40, 2553.2, 304.6, 9.5, 1, 20.2, 3, 1.2, 0.2, 0.1, 0.3, 0, 0.1, 2.8, 2.3, 36.2, 15.5, 0.1, -0.4, 0, 0, 0.8, 1.2, -0.8, 0, 29.6, 6.68, 0.08, 0, 0, 1.3, 0.9, 57.5, 3.91, 0, 
50, eco2, 1, 0, 21854, -115.6, 3423.5, 13286.9, 259.4, 25.9, 61.3, 143.4, 0.18, 90.7, 3.1, 368.7, 36.9, 5860.8, 586.1, 332, 38, 24.8, 12.2, 3.2, 1.8, 197.1, 39.3, 2882.8, 304.3, 10.1, 1, 18.3, 2.7, 1.1, 0.2, 0.1, 0.3, 0, 0.1, 2.6, 2.7, 35.7, 15.5, 0.1, -0.3, 0, 0, 0.8, 1.4, -1, 0, 33.05, 0.81, 0.06, 0, 0, 1.2, 1, 57.3, 4.29, 0, 
50, eco3, 2, 0, 6292, -98.8, 3227.7, 11171.5, 207.7, 20.8, 50.4, 122.8, 0.18, 81.4, 2.3, 297.9, 29.8, 4944.2, 494.4, 302.8, 34.1, 26.6, 9.5, 2.7, 1.6, 174.8, 38, 2710.4, 304.5, 7.7, 0.8, 13.3, 2, 0.8, 0.1, 0.1, 0.2, 0, 0.1, 2.1, 2.6, 35.7, 15.6, 0.1, -0.2, 0, 0, 0.5, 1.1, -0.6, 0, 33.37, 1.34, 0.06, 0, 0, 0.9, 0.7, 56.6, 4.52, 0, 
50, eco4, 3, 0, 3541, -73.6, 2650.3, 6720.1, 143.8, 14.4, 34.7, 75, 0.21, 69.6, 1.8, 181.4, 18.1, 2964.3, 296.4, 180.1, 19.9, 17.9, 7.1, 1.8, 1.1, 104.9, 29.9, 2210.9, 304.6, 4.6, 0.5, 8.8, 1.3, 0.5, 0.1, 0.1, 0.2, 0, 0, 1.5, 2.1, 34, 15.6, 0, -0.1, 0, 0, 0.4, 0.9, -0.5, 0, 31.7, 0.69, 0.06, 0, 0, 0.7, 0.5, 53.7, 4.49, 0, 
50, eco5, 4, 0, 3017, -103.6, 3134.5, 11694.3, 236.7, 23.7, 57.4, 127.6, 0.21, 85.4, 2.9, 312.5, 31.2, 5169.8, 517, 276.2, 31.9, 21.9, 9.8, 2.7, 1.5, 168.7, 38.6, 2622.1, 305.1, 8.1, 0.8, 16.3, 2.4, 0.9, 0.2, 0.1, 0.2, 0, 0.1, 2.3, 2.5, 35.7, 15.6, 0.1, -0.3, 0, 0, 0.7, 1.3, -0.9, 0, 31.03, 2.05, 0.05, 0, 0, 1.1, 0.8, 56.7, 4.18, 0, 
55, eco1, 0, 0, 34346, -348.3, 3238.2, 16271.3, 539.2, 53.9, 82.6, 172.5, 0.23, 98.8, 4.5, 478.5, 47.9, 7162.8, 716.3, 287.7, 31, 21.9, 10.6, 2.5, 1.5, 193.3, 38.8, 2700.8, 305.3, 12.2, 1.2, 23.7, 3.5, 1, 0.2, 0.1, 0.2, 0, 0.1, 2.5, 2.6, 35.8, 15.6, 0.1, -0.4, 0, 0, 1.2, 2, -1.6, 0, 29.54, 10.67, 0.21, 0, 0, 3.4, 1.1, 57, 4.49, 0, 
55, eco2, 1, 0, 21854, -283.5, 3541.6, 15442.8, 478.6, 47.9, 75.4, 164.8, 0.32, 95.8, 4.9, 458, 45.8, 6793.6, 679.4, 260.7, 28.6, 17.2, 8.8, 2.3, 1.2, 177.2, 39, 3020.5, 304.8, 12.5, 1.3, 21.2, 3.2, 0.8, 0.1, 0.1, 0.2, 0, 0.1, 2.2, 3, 35.1, 15.6, 0.1, -0.4, 0, 0, 1.1, 2.5, -2.1, 0, 32.66, 2.47, 0.14, 0, 0, 2.9, 1.2, 56.7, 5.48, 0, 
55, eco3, 2, 0, 6292, -225.5, 3312.4, 12955, 394.8, 39.5, 61.7, 140.7, 0.36, 85.2, 4.2, 377.1, 37.7, 5706.2, 570.6, 226.9, 25.2, 17.1, 6.4, 1.9, 1, 152.5, 37.4, 2817.4, 305, 9.9, 1, 15.3, 2.3, 0.6, 0.1, 0.1, 0.2, 0, 0, 1.7, 3, 35, 15.6, 0.1, -0.3, 0, 0, 0.8, 2.3, -1.9, 0, 33.37, 3.46, 0.17, 0, 0, 2.3, 0.9, 55.9, 5.95, 0, 
55, eco4, 3, 0, 3541, -160.3, 2660.5, 8052.4, 277.4, 27.7, 44.3, 90.5, 0.4, 71.9, 3.3, 240.2, 24, 3536.5, 353.7, 145, 15.9, 12.1, 5, 1.3, 0.7, 98.8, 29.6, 2227.1, 305, 6.1, 0.6, 10.5, 1.6, 0.4, 0.1, 0.1, 0.1, 0, 0, 1.3, 2.4, 32.7, 15.6, 0.1, -0.2, 0, 0, 0.6, 1.8, -1.4, 0, 31.43, 2.96, 0.13, 0, 0, 1.6, 0.6, 52.6, 5.99, 0, 
55, eco5, 4, 0, 3017, -263.5, 3229.6, 13658, 435.7, 43.6, 69.3, 147.7, 0.32, 90, 4.3, 392.5, 39.2, 6020.2, 602, 232.2, 25.5, 17.2, 8.1, 2, 1.2, 155.4, 38.1, 2730.4, 305.7, 10.2, 1, 18.9, 2.8, 0.7, 0.1, 0.1, 0.2, 0, 0, 2, 2.8, 35.1, 15.7, 0.1, -0.4, 0, 0, 1, 2.1, -1.7, 0, 31.03, 3.91, 0.13, 0, 0, 2.6, 1, 56.2, 5.27, 0, 
60, eco1, 0, 0, 34346, -211.8, 3420, 17650.6, 364.2, 36.4, 79, 190.2, 0.38, 103.1, 2.9, 464.1, 46.4, 7828.7, 782.9, 405.2, 47.2, 27.6, 13.2, 3.8, 2.2, 244.1, 49.9, 2820.1, 305.9, 12, 1.2, 25.8, 3.9, 1.4, 0.2, 0.2, 0.3, 0, 0.1, 3.3, 2.9, 35.9, 15.6, 0.1, -0.4, 0, 0, 0.9, 1, -1.2, 0, 41.52, 28.97, 0.47, 0, 0, 2, 1.1, 58.6, 8.81, 0, 
60, eco2, 1, 0, 21854, -182.5, 3740.5, 16681.2, 321.8, 32.2, 73.3, 180.9, 0.49, 99.4, 2.8, 448.1, 44.8, 7387.8, 738.8, 375.1, 44.7, 24.9, 12.6, 3.7, 2.3, 220.8, 45.2, 3169.1, 305.4, 12.4, 1.2, 22.9, 3.4, 1.2, 0.2, 0.1, 0.3, 0, 0.1, 2.9, 3.4, 35, 15.7, 0.1, -0.4, 0, 0, 0.8, 1.1, -1.4, 0, 45.57, 6.44, 0.46, 0, 0, 1.6, 1.2, 58, 9.8, 0, 
60, eco3, 2, 0, 6292, -136.6, 3467.2, 13882.9, 233.8, 23.4, 60.3, 153.7, 0.58, 87.5, 1.9, 367.5, 36.7, 6153.3, 615.3, 342.6, 40.3, 28.8, 11, 3.3, 2.4, 189.3, 42.3, 2930.1, 305.6, 9.8, 1, 16.5, 2.5, 0.9, 0.2, 0.2, 0.3, 0, 0.1, 2.3, 3.1, 34.6, 15.7, 0.1, -0.2, 0, 0, 0.5, 0.8, -0.9, 0, 46.11, 5.32, 0.42, 0, 0, 1, 0.9, 56.7, 10.22, 0, 
60, eco4, 3, 0, 3541, -106.9, 2732.9, 8880.7, 192.2, 19.2, 44.4, 104, 0.59, 73.7, 1.9, 244.1, 24.4, 3922.1, 392.2, 212.4, 25.1, 16.7, 7.1, 2.1, 1.3, 125.1, 33.6, 2268.7, 305.4, 6.3, 0.6, 11.6, 1.7, 0.6, 0.1, 0.1, 0.2, 0, 0.1, 1.6, 2.5, 32, 15.7, 0, -0.2, 0, 0, 0.5, 0.8, -0.9, 0, 43.54, 6.51, 0.38, 0, 0, 0.9, 0.6, 52.7, 9.63, 0, 
60, eco5, 4, 0, 3017, -169.4, 3397.9, 14804.8, 296.6, 29.7, 67.1, 163.3, 0.47, 93.5, 2.6, 385.7, 38.6, 6568.7, 656.9, 329.2, 39, 23.1, 10.9, 3.2, 2, 194.4, 43.2, 2854, 306.3, 10.2, 1, 20.6, 3.1, 1.1, 0.2, 0.1, 0.2, 0, 0.1, 2.6, 3.1, 35, 15.7, 0.1, -0.3, 0, 0, 0.7, 1, -1.2, 0, 42.62, 9.53, 0.39, 0, 0, 1.5, 1, 57.4, 9.11, 0, 
65, eco1, 0, 0, 34346, -117.1, 3623.6, 18366.8, 350, 35, 72.6, 200.7, 0.23, 104.7, 4.2, 427.4, 42.7, 8202.1, 820.2, 502.8, 54.6, 28.4, 13.2, 3.5, 1.7, 301, 50.6, 2965.6, 306.4, 11.2, 1.1, 27, 4, 1.7, 0.3, 0.2, 0.3, 0, 0.1, 3.7, 2.8, 36.3, 15.7, 0.1, -0.4, 0, 0, 1.2, 1.7, -1.3, 0, 31.24, 14.53, 0.14, 0, 0, 1.9, 1.1, 59.4, 4.43, 0, 
65, eco2, 1, 0, 21854, -98.3, 3991.8, 17381.5, 332.2, 33.2, 68.2, 190.5, 0.3, 100.6, 4.6, 420.9, 42.1, 7744.2, 774.4, 461.9, 51.3, 23.2, 11.6, 3.3, 1.4, 279.5, 47.6, 3358.9, 305.9, 11.8, 1.2, 23.9, 3.6, 1.5, 0.2, 0.1, 0.2, 0, 0.1, 3.4, 3.3, 35.3, 15.7, 0.1, -0.4, 0, 0, 1.2, 2.1, -1.7, 0, 34.99, 2.33, 0.12, 0, 0, 1.7, 1.1, 58.5, 5.11, 0, 
65, eco3, 2, 0, 6292, -90.9, 3678.2, 14524.4, 291.9, 29.2, 57, 161.9, 0.3, 88.5, 3.8, 356.3, 35.6, 6466.1, 646.6, 402, 45.5, 24, 8.8, 2.8, 1.2, 240.2, 45.9, 3086.1, 306, 9.5, 1, 17.3, 2.6, 1.1, 0.2, 0.1, 0.2, 0, 0.1, 2.7, 3.1, 34.6, 15.7, 0.1, -0.3, 0, 0, 0.9, 1.8, -1.5, 0, 36.08, 5.77, 0.14, 0, 0, 1.5, 0.9, 56.8, 5.22, 0, 
65, eco4, 3, 0, 3541, -86, 2832.4, 9497.6, 227.6, 22.8, 44.3, 115.2, 0.31, 74.5, 2.9, 244.6, 24.5, 4210.5, 421.1, 273.9, 30.4, 16.7, 7.1, 2, 0.9, 164.4, 35.8, 2326.4, 305.8, 6.3, 0.6, 12.4, 1.9, 0.8, 0.1, 0.1, 0.2, 0, 0, 2, 2.3, 31.7, 15.7, 0.1, -0.2, 0, 0, 0.7, 1.4, -1, 0, 34.2, 7.48, 0.1, 0, 0, 1.2, 0.6, 52.4, 5.08, 0, 
65, eco5, 4, 0, 3017, -98.2, 3616.2, 15474.6, 306.7, 30.7, 63.1, 173.5, 0.29, 94.8, 4.1, 364.5, 36.5, 6904.1, 690.4, 396.4, 43.8, 21.1, 9.8, 2.7, 1.2, 242, 46.2, 3021.2, 306.9, 9.7, 1, 21.6, 3.2, 1.3, 0.2, 0.1, 0.2, 0, 0.1, 3, 3, 35.3, 15.8, 0.1, -0.4, 0, 0, 1.1, 1.8, -1.5, 0, 33.44, 4.35, 0.1, 0, 0, 1.6, 0.9, 57.7, 4.87, 0, 
70, eco1, 0, 0, 34346, -143.8, 3808, 19517.6, 322.9, 32.3, 76.1, 214.9, 0.21, 108, 3.4, 440.1, 44, 8733.1, 873.3, 525, 57.6, 34, 16.5, 3.8, 2.4, 302.7, 52.3, 3146, 307.1, 11.6, 1.2, 28.7, 4.3, 1.8, 0.3, 0.2, 0.4, 0, 0.1, 3.6, 3.1, 36.9, 15.8, 0.1, -0.4, 0, 0, 0.9, 1.4, -1.1, 0, 38.88, 20.29, 0.2, 0, 0, 1.6, 1.1, 60.2, 6.17, 0, 
70, eco2, 1, 0, 21854, -152.5, 4210.7, 18463.2, 318, 31.8, 71.9, 203.5, 0.21, 103.6, 3.4, 435.5, 43.6, 8240.5, 824.1, 483.6, 54.4, 30.3, 15.7, 3.8, 2.5, 279.1, 49.9, 3575.2, 306.5, 12.2, 1.2, 25.4, 3.8, 1.5, 0.3, 0.2, 0.3, 0, 0.1, 3.3, 3.6, 35.7, 15.8, 0.1, -0.3, 0, 0, 0.9, 1.6, -1.4, 0, 42.84, 3.09, 0.22, 0, 0, 1.6, 1.2, 59.2, 7.18, 0, 
70, eco3, 2, 0, 6292, -133, 3855.6, 15388, 283.5, 28.4, 60, 172.5, 0.26, 90.6, 2.9, 370.1, 37, 6859.8, 686, 419.7, 48.6, 28.6, 11.3, 3.2, 2, 244.5, 47.2, 3257.3, 306.6, 10, 1, 18.3, 2.7, 1.1, 0.2, 0.2, 0.3, 0, 0.1, 2.6, 3.4, 34.8, 15.8, 0.1, -0.2, 0, 0, 0.7, 1.4, -1.2, 0, 44.89, 4.24, 0.24, 0, 0, 1.4, 0.9, 57.3, 7.84, 0, 
70, eco4, 3, 0, 3541, -116.2, 2942.6, 10317.1, 226.7, 22.7, 47.9, 127.9, 0.25, 76.6, 2.3, 262.3, 26.2, 4579.2, 457.9, 303.8, 34.3, 21.5, 9.9, 2.4, 1.6, 175, 35.3, 2426.1, 306.3, 6.8, 0.7, 13.4, 2, 0.9, 0.2, 0.1, 0.2, 0, 0.1, 2.1, 2.5, 31.6, 15.8, 0, -0.2, 0, 0, 0.6, 1.1, -0.8, 0, 43.09, 3.59, 0.19, 0, 0, 1.1, 0.7, 52.6, 7.41, 0, 
70, eco5, 4, 0, 3017, -126.9, 3803.1, 16481.5, 292, 29.2, 66.2, 186.7, 0.26, 97.7, 3.3, 379.9, 38, 7364.7, 736.5, 412.6, 46.5, 25.7, 12.4, 3.1, 1.9, 241.7, 48.3, 3205.5, 307.6, 10.2, 1, 23, 3.5, 1.3, 0.2, 0.1, 0.3, 0, 0.1, 2.8, 3.3, 35.7, 15.9, 0.1, -0.3, 0, 0, 0.8, 1.5, -1.3, 0, 41.96, 6.95, 0.18, 0, 0, 1.5, 1, 58.5, 7.2, 0, 
75, eco1, 0, 0, 34346, -203.3, 4039.2, 20385.6, 456.9, 45.7, 74.2, 223.3, 0.18, 110.3, 4.6, 447.9, 44.8, 9133.7, 913.4, 503, 58.2, 25.5, 12.3, 3.5, 2.2, 312.6, 53.9, 3364.9, 307.8, 11.9, 1.2, 30, 4.5, 1.7, 0.3, 0.1, 0.3, 0, 0.1, 3.5, 3.2, 37.5, 15.8, 0.1, -0.4, 0, 0, 1.4, 1.9, -1.5, 0, 34.16, 15.52, 0.27, 0, 0, 2.8, 1.1, 60.7, 6.28, 0, 
75, eco2, 1, 0, 21854, -167.9, 4455.4, 19336.5, 431.8, 43.2, 71, 211.9, 0.2, 105.6, 5.2, 444.8, 44.5, 8642.3, 864.2, 464.9, 53.1, 22.5, 11.7, 3.2, 1.9, 290.2, 51.8, 3806.3, 307.2, 12.5, 1.2, 26.5, 4, 1.5, 0.2, 0.1, 0.2, 0, 0.1, 3.2, 3.8, 36.2, 15.9, 0.1, -0.4, 0, 0, 1.3, 2.5, -2.1, 0, 37.79, 2.93, 0.31, 0, 0, 2.6, 1.2, 59.7, 6.98, 0, 
75, eco3, 2, 0, 6292, -134.6, 4059.9, 16136.4, 372.4, 37.2, 59.8, 179.7, 0.23, 92.2, 4.3, 379.8, 38, 7201.9, 720.2, 419.5, 49.2, 23.5, 9.2, 3, 1.6, 257.8, 49.1, 3445.8, 307.3, 10.2, 1, 19.1, 2.9, 1.1, 0.2, 0.1, 0.2, 0, 0.1, 2.7, 3.4, 35, 15.9, 0.1, -0.3, 0, 0, 1.1, 2.1, -1.8, 0, 38.75, 4.88, 0.31, 0, 0, 2.1, 0.9, 57.6, 7.14, 0, 
75, eco4, 3, 0, 3541, -132.8, 3098.8, 11089.3, 305.5, 30.5, 49.3, 135.4, 0.23, 78.3, 3.4, 279.4, 27.9, 4923.8, 492.4, 309, 35.3, 17.4, 8.1, 2.2, 1.3, 192.1, 36.9, 2563.1, 306.7, 7.3, 0.7, 14.3, 2.1, 0.9, 0.2, 0.1, 0.2, 0, 0.1, 2.2, 2.6, 31.5, 15.8, 0.1, -0.3, 0, 0, 0.9, 1.5, -1.3, 0, 36.83, 2.58, 0.26, 0, 0, 1.7, 0.7, 52.7, 6.98, 0, 
75, eco5, 4, 0, 3017, -162.6, 4010, 17279.5, 395.4, 39.5, 65.7, 195.1, 0.21, 99.8, 4.6, 389.7, 39, 7729.7, 773, 407.3, 46.5, 21, 10.2, 2.8, 1.6, 252, 51.3, 3398.4, 308.3, 10.5, 1.1, 24.1, 3.6, 1.3, 0.2, 0.1, 0.2, 0, 0.1, 2.8, 3.5, 36.2, 15.9, 0.1, -0.4, 0, 0, 1.2, 2.2, -1.8, 0, 35.97, 7.55, 0.28, 0, 0, 2.3, 1, 59, 6.6, 0, 
80, eco1, 0, 0, 34346, -231.6, 4251.5, 21840.9, 481.6, 48.2, 82.7, 238, 0.29, 115.4, 4.7, 502.1, 50.2, 9764.4, 976.4, 468.2, 53.9, 22.5, 10.7, 3.2, 1.8, 299.8, 55.6, 3587.4, 308.7, 13.4, 1.3, 32.1, 4.8, 1.6, 0.3, 0.1, 0.2, 0, 0.1, 3.3, 3.8, 38.1, 15.9, 0.1, -0.4, 0, 0, 1.3, 2.1, -2.1, 0, 36.58, 25.76, 0.58, 0, 0, 2.9, 1.2, 61.9, 10.72, 0, 
80, eco2, 1, 0, 21854, -211.3, 4665.9, 20734.8, 454.6, 45.5, 79.2, 225.7, 0.35, 110.2, 5, 495, 49.5, 9250.5, 925.1, 419.8, 49.2, 19.2, 10, 3.1, 1.7, 271.8, 53.9, 4032.3, 308, 13.9, 1.4, 28.3, 4.2, 1.3, 0.2, 0.1, 0.2, 0, 0.1, 3, 4.4, 36.7, 16, 0.1, -0.4, 0, 0, 1.2, 2.5, -2.5, 0, 40.58, 5.71, 0.61, 0, 0, 2.7, 1.3, 60.8, 11.9, 0, 
80, eco3, 2, 0, 6292, -181.6, 4237.4, 17390.5, 367.1, 36.7, 68, 192, 0.39, 96, 3.7, 427.9, 42.8, 7744.4, 774.4, 380.9, 45.6, 22.9, 9.1, 3, 1.8, 237.9, 50.7, 3640.8, 308, 11.6, 1.2, 20.5, 3.1, 1, 0.2, 0.1, 0.2, 0, 0.1, 2.5, 4, 35.3, 16, 0.1, -0.3, 0, 0, 0.9, 1.9, -1.8, 0, 41.75, 5.09, 0.54, 0, 0, 1.9, 1.1, 58.5, 12.46, 0, 
80, eco4, 3, 0, 3541, -141.4, 3236.4, 12277.3, 305.7, 30.6, 57.3, 144.9, 0.44, 81.6, 3.3, 321.9, 32.2, 5440.3, 544, 274, 32.2, 14.9, 7.2, 2.1, 1.2, 182.1, 38.6, 2708.4, 307.3, 8.4, 0.8, 15.7, 2.4, 0.8, 0.1, 0.1, 0.2, 0, 0.1, 2.1, 3, 31.5, 15.9, 0.1, -0.3, 0, 0, 0.9, 1.5, -1.5, 0, 39.35, 6.01, 0.51, 0, 0, 1.7, 0.8, 53.3, 11.93, 0, 
80, eco5, 4, 0, 3017, -197.2, 4198.9, 18568.6, 419.2, 41.9, 73.4, 207.9, 0.35, 104.4, 4.5, 437.6, 43.8, 8288.6, 828.9, 379.4, 44.2, 18.4, 8.9, 2.7, 1.5, 242.7, 52.3, 3594.7, 309.1, 11.9, 1.2, 25.9, 3.9, 1.2, 0.2, 0.1, 0.2, 0, 0.1, 2.7, 4, 36.7, 16, 0.1, -0.4, 0, 0, 1.1, 2.1, -2.1, 0, 38.73, 9.68, 0.53, 0, 0, 2.5, 1.1, 60.1, 11.18, 0, 
85, eco1, 0, 0, 34346, -112.3, 4471.2, 22341.3, 343.3, 34.3, 77.4, 246.8, 0.23, 117.1, 4.2, 465.1, 46.5, 10037, 1003.7, 584.4, 64.9, 33.9, 15.9, 4.1, 2.5, 319.4, 57.6, 3784.7, 309.6, 12.6, 1.3, 33, 4.9, 2, 0.3, 0.2, 0.3, 0, 0.1, 3.6, 3.7, 38.7, 16, 0.1, -0.4, 0, 0, 1.1, 1.8, -1.7, 0, 36.38, 14.45, 0.3, 0, 0, 1.8, 1.2, 62.9, 6.34, 0, 
85, eco2, 1, 0, 21854, -107.9, 4876.7, 21345.2, 328.5, 32.8, 75.7, 234.9, 0.29, 111.5, 4.2, 467.9, 46.8, 9565.1, 956.5, 520.6, 58.5, 29, 15, 3.8, 2.3, 287.4, 57.3, 4223.3, 308.8, 13.3, 1.3, 29.1, 4.4, 1.6, 0.3, 0.2, 0.3, 0, 0.1, 3.3, 4.1, 37.1, 16.1, 0.1, -0.4, 0, 0, 1, 2.1, -1.9, 0, 40.62, 3.55, 0.24, 0, 0, 1.6, 1.3, 61.4, 6.87, 0, 
85, eco3, 2, 0, 6292, -110, 4407, 18138.5, 296.8, 29.7, 67.3, 201, 0.29, 97.4, 3.5, 420.6, 42.1, 8103.9, 810.4, 453.4, 51.1, 31.1, 12.6, 3.5, 2.2, 249.6, 53.2, 3795.4, 308.8, 11.5, 1.1, 21.4, 3.2, 1.2, 0.2, 0.2, 0.3, 0, 0.1, 2.7, 3.8, 35.4, 16, 0.1, -0.3, 0, 0, 0.8, 1.7, -1.6, 0, 42.24, 4.59, 0.25, 0, 0, 1.4, 1.1, 58.8, 7.08, 0, 
85, eco4, 3, 0, 3541, -111.4, 3372.8, 13125.5, 255.7, 25.6, 57, 152.2, 0.28, 83, 2.8, 321.7, 32.2, 5840, 584, 343.3, 38.6, 23.4, 11.8, 2.8, 1.7, 194.9, 41.1, 2828.9, 307.9, 8.5, 0.8, 16.8, 2.5, 1, 0.2, 0.1, 0.2, 0, 0.1, 2.4, 2.7, 31.4, 16, 0.1, -0.3, 0, 0, 0.7, 1.2, -1.1, 0, 39.66, 4.29, 0.2, 0, 0, 1.2, 0.8, 53.2, 6.6, 0, 
85, eco5, 4, 0, 3017, -100.6, 4395.9, 19115.3, 304.8, 30.5, 69.9, 215.9, 0.28, 105.7, 3.9, 412.5, 41.2, 8571.2, 857.1, 467.9, 52.4, 26.7, 13, 3.4, 2, 259.1, 55.2, 3771.7, 310, 11.4, 1.1, 26.7, 4, 1.5, 0.2, 0.1, 0.3, 0, 0.1, 3, 3.8, 37.1, 16.1, 0.1, -0.4, 0, 0, 0.9, 1.8, -1.7, 0, 39.08, 5.24, 0.23, 0, 0, 1.5, 1.1, 60.8, 6.57, 0, 
90, eco1, 0, 0, 34346, -80, 4709.9, 23027.6, 308.3, 30.8, 78.7, 255.1, 0.2, 119.2, 4.3, 469.9, 47, 10354.6, 1035.5, 561.1, 60.8, 29.1, 13.9, 3.4, 2, 326.5, 59.6, 4013.4, 310.5, 12.9, 1.3, 34, 5.1, 1.9, 0.3, 0.2, 0.3, 0, 0.1, 3.5, 3.9, 39.4, 16.1, 0.1, -0.4, 0, 0, 1, 2.1, -1.8, 0, 32.03, 7.29, 0.12, 0, 0, 1.5, 1.2, 63.7, 4.13, 0, 
90, eco2, 1, 0, 21854, -93.2, 5104.5, 22120.6, 312.8, 31.3, 77.1, 243.8, 0.22, 113.8, 4.5, 474.8, 47.5, 9922.8, 992.3, 522.1, 57.5, 27, 14.1, 3.5, 2, 299.9, 59.5, 4435.4, 309.6, 13.6, 1.4, 30.2, 4.5, 1.6, 0.3, 0.1, 0.3, 0, 0.1, 3.3, 4.4, 37.7, 16.1, 0.1, -0.4, 0, 0, 1, 2.4, -2, 0, 35.04, 2.02, 0.08, 0, 0, 1.4, 1.3, 62.3, 4.45, 0, 
90, eco3, 2, 0, 6292, -89, 4614, 18811.2, 252.7, 25.3, 67.1, 208.8, 0.2, 99, 3.2, 419.1, 41.9, 8421.9, 842.2, 483.8, 54.4, 31.4, 12.8, 3.4, 2.1, 268.5, 55.9, 3980.1, 309.6, 11.5, 1.1, 22.1, 3.3, 1.3, 0.2, 0.2, 0.3, 0, 0.1, 2.8, 3.9, 35.8, 16.1, 0.1, -0.3, 0, 0, 0.7, 1.7, -1.2, 0, 36.37, 2.17, 0.08, 0, 0, 1, 1.1, 59.4, 4.65, 0, 
90, eco4, 3, 0, 3541, -99.2, 3526.5, 14057.9, 225.9, 22.6, 59.1, 160.7, 0.18, 85.1, 2.6, 334.8, 33.5, 6265.2, 626.5, 359.9, 39.6, 23.4, 12.3, 2.7, 1.7, 208.1, 42.9, 2967, 308.5, 8.9, 0.9, 17.9, 2.7, 1.1, 0.2, 0.1, 0.3, 0, 0.1, 2.5, 2.8, 31.5, 16, 0.1, -0.3, 0, 0, 0.6, 1.2, -0.9, 0, 34.99, 2.19, 0.07, 0, 0, 0.9, 0.9, 53.5, 4.5, 0, 
90, eco5, 4, 0, 3017, -76.3, 4603.1, 19861.1, 287, 28.7, 71.7, 224.1, 0.23, 108, 4.2, 421.8, 42.2, 8911.9, 891.2, 455.7, 50.6, 23.7, 11.7, 3, 1.7, 266, 57.4, 3968.7, 310.9, 11.7, 1.2, 27.7, 4.2, 1.4, 0.2, 0.1, 0.3, 0, 0.1, 2.9, 4, 37.7, 16.2, 0.1, -0.4, 0, 0, 0.9, 2.2, -1.8, 0, 34.02, 2.94, 0.07, 0, 0, 1.3, 1.1, 61.6, 4.29, 0, 
95, eco1, 0, 0, 34346, -84.8, 4981.5, 23234.1, 316.9, 31.7, 73.5, 258.2, 0.22, 120.9, 4, 446.6, 44.7, 10475.5, 1047.6, 675.7, 77.4, 34.1, 16.3, 4.3, 2.5, 365.6, 65.1, 4239.5, 311.4, 12.4, 1.2, 34.4, 5.2, 2.3, 0.4, 0.2, 0.4, 0, 0.1, 3.9, 4, 40.2, 16.2, 0.1, -0.4, 0, 0, 1, 1.8, -1.8, 0, 31.78, 19.69, 0.31, 0, 0, 1.6, 1.2, 65.1, 6.11, 0, 
